web-scraper-order,web-scraper-start-url,listinglinks,listinglinks-href,stocknumber,mileage,price,Dealer,Header,Dealerindetails,vin,Dealership Full Name
1623644916-175,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=85,"Save this listing2019 GMC Sierra 1500 Crew Cab 4WDDescription: Used 2019 GMC Sierra 1500 Crew Cab 4WD for sale - $49,990 - 63,548 km with Backup CameraCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Black$49,990$965/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $49,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.63,548 kmHIGH PRICE$5,661 ABOVEKingston, ON (2 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302201963,323601,"63,548 kilometres","$49,990 ",null,"2019 GMC Sierra 1500 Crew Cab 4WD - $49,990",Platinum Auto Sales,1GTU9AEF5KZ323601,Platinum Auto Sales
1623654655-611,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=56,"Save this listing2019 Toyota C-HRDescription: Used 2019 Toyota C-HR for sale - $26,500 - 52,033 km with Adaptive Cruise Control, Bluetooth, Backup Camera, Parking Sensors, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Maroon$26,500$512/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $26,500 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.52,033 kmOVERPRICED$5,024 ABOVEKingston, ON (3 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302514918,null,"52,033 kilometres","$26,500 ",null,"2019 Toyota C-HR - $26,500",Hallam Auto Sales,JTNKHMBX9K1042338,Hallam Auto Sales
1623654277-594,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=57,"Save this listing2019 Honda CR-V LX AWDDescription: Used 2019 Honda CR-V LX AWD for sale - $26,995 - 43,679 km with Alloy Wheels, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Silver$26,995$521/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $26,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.43,679 kmFAIR DEAL$590 ABOVEDealer4.3(7)CarGurus UserApr. 12, 2021Was niceGuru9Y2PF4Feb. 24, 2021I contacted the dealer and in my email I had questions 
regarding the vehicle and financing. I promptly 
received a reply addressing my concerns. He offered 
to contact me later that day but i took the opportunity 
to call him. He was extremely professional and 
knowledgeable. I was under no pressure at all. I highly 
recommend them. Guru993RRTOct. 29, 2020We contacted My Car Kingston when we located a vehicle of our interest and they promptly replied. Due to the 
Covid 19 situation at this time we were not able to go to Kingston and they quickly helped us get into contact 
with a My Car business close to us and have the car we were interested in brought to us.Read 4 more dealer reviews...Kingston, ON (0 km)(613) 777-1940Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=296000674,210114,"43,679 kilometres","$26,995 ",My Car Kingston,"2019 Honda CR-V LX AWD - $26,995",null,2HKRW2H26KH108944,My Car Kingston
1623664915-1032,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=28,"Save this listing2019 Kia ForteDescription: Used 2019 Kia Forte for sale - $17,995 - 62,053 km with Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$17,995$348/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $17,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.62,053 kmFAIR DEAL$123 BELOWDealer4.8(5)CarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302859083,B7510,"62,053 kilometres","$17,995 ",Carloft Kingston,"2019 Kia Forte - $17,995",null,3KPF54AD9KE101228,Carloft Kingston
1623643193-102,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=90,"Save this listing2017 Chevrolet Silverado 2500HD High Country Crew Cab 4WDDescription: Used 2017 Chevrolet Silverado 2500HD High Country Crew Cab 4WD for sale - $69,999 - 126,694 km with Leather Seats, Navigation System, Bluetooth, Backup Camera, Remote Start, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Black$69,999$1,351/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $69,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.126,694 kmFAIR DEAL$2,443 BELOWDealer3.9(18)Guru9Z9X5KFeb. 16, 2021Worst customer service i have ever had the displeasure of experiencing. No ethics whatsoever. Sold a truck that was reserved for me to look at, only hours after the Salesperson sent me a text confirming the reservation for viewing. Did nothing to rectify the situation whatsoever. CarGurus UserJan. 27, 2021Very helpful unfortunately the truck was in the shop being repairedCarGurus UserDec. 7, 2020They answered the questions I asked and informed me when the vehicle was sold. They offered to let me know if they have a similar vehicle Read 15 more dealer reviews...Kingston, ON (4 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304904658,21Q432,"126,694 kilometres","$69,999 ",null,"2017 Chevrolet Silverado 2500HD High Country Crew Cab 4WD - $69,999",James Braden Ford,1GC1KXEY5HF218482,James Braden Ford
1623643016-92,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=91,"Save this listing2020 Chevrolet Silverado 1500 Custom Trail Boss Crew Cab 4WDDescription: Used 2020 Chevrolet Silverado 1500 Custom Trail Boss Crew Cab 4WD for sale - $74,897 - 14,035 km with Alloy Wheels, Backup CameraCertified Pre-Owned: NoTransmission: AutomaticColour: Gray$74,897$1,445/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $74,897 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.14,035 kmOVERPRICED$13,948 ABOVEDealer4.3(9)CarGurus UserJun. 12, 2021Not very helpful, truck was sold yet still advertised. Asked if I could test drive another and they never got back to me.CarGurus UserMar. 17, 2021Great experience.  I bought the car.Guru9Z8RBSMar. 15, 2021Very professional great response. Read 6 more dealer reviews...Kingston, ON (4 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304748368,P19460,"14,035 kilometres","$74,897 ",null,"2020 Chevrolet Silverado 1500 Custom Trail Boss Crew Cab 4WD - $74,897",Kingston Toyota,1GCPYCEF0LZ348371,Kingston Toyota
1623666713-1100,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=23,"Save this listing2020 Hyundai Elantra Preferred Sedan FWDDescription: Used 2020 Hyundai Elantra Preferred Sedan FWD for sale - $16,895 - 45,257 km with Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Grey$16,895$326/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,895 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.45,257 kmGOOD DEAL$1,130 BELOWDealer4.8(5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=296608019,B7084,"45,257 kilometres","$16,895 ",Carloft Kingston,"2020 Hyundai Elantra Preferred Sedan FWD - $16,895",null,KMHD84LF4LU912463,Carloft Kingston
1623653457-558,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=59,"Save this listing2013 Chevrolet Avalanche LT Black Diamond Edition 4WDDescription: Used 2013 Chevrolet Avalanche LT Black Diamond Edition 4WD for sale - $27,888 - 107,645 km with Alloy Wheels, Bluetooth, Backup Camera, Trailer Package, Parking Sensors, Tow PackageCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Silver$27,888$538/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $27,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.107,645 kmFAIR DEAL$681 BELOWKingston, ON (2 km)(613) 801-8017Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300556693,4667,"107,645 kilometres","$27,888 ",Paulette Auto Sales,"2013 Chevrolet Avalanche LT Black Diamond Edition 4WD - $27,888",null,3GNTKFE77DG354641,Paulette Auto Sales
1623655999-669,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=52,"Save this listing2018 Mazda CX-5 GS AWDDescription: Used 2018 Mazda CX-5 GS AWD for sale - $24,995 - 72,419 km with Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Grey$24,995$483/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $24,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.72,419 kmFAIR DEAL$1,001 ABOVEDealer4.8(5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=286028388,B7253,"72,419 kilometres","$24,995 ",Carloft Kingston,"2018 Mazda CX-5 GS AWD - $24,995",null,JM3KFBCM6J0324709,Carloft Kingston
1623661475-897,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=37,"Save this listing2019 Toyota C-HRDescription: Used 2019 Toyota C-HR for sale - $20,288 - 55,608 km with Bluetooth, Backup CameraCertified Pre-Owned: NoColour: Grey$20,288$392/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $20,288 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.55,608 kmFAIR DEAL$665 BELOWDealer4.4(7)Guru9Z8RBSMar. 15, 2021Very helpful and knowledgeable. Thank for 
your help in guiding me to my next  vehicle. kyle198109Mar. 3, 2021A lot of miscommunication. Truck was available then it wasn’t then it was then it wasn’t Quico1989Jan. 21, 2021They got back to me right away, very helpful and kind , answer all my questions Read 4 more dealer reviews...Kingston, ON (2 km)(855) 939-1150Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=292070646,21Y123,"55,608 kilometres","$20,288 ",Petrie Ford,"2019 Toyota C-HR - $20,288",null,JTNKHMBX2K1043749,Petrie Ford
1623669781-1214,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=16,"Save this listing2017 Ford Fusion SEDescription: Used 2017 Ford Fusion SE for sale - $14,995 - 59,779 km with Alloy Wheels, Bluetooth, Backup CameraCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: White$14,995$290/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $14,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.59,779 kmGOOD DEAL$1,199 BELOWDealer4.3(7)CarGurus UserJul. 9, 2020Good CarGurus UserMar. 3, 2020Knowledgeable and helpful but there are extra financing fees.CarGurus UserOct. 27, 2019The dealer did reply but did not address the question asked as to whether a free carfax was available for this vehicle.Read 4 more dealer reviews...Kingston, ON (0 km)(613) 777-1940Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=289537102,201292,"59,779 kilometres","$14,995 ",My Car Kingston,"2017 Ford Fusion SE - $14,995",null,3FA6P0HD2HR248703,My Car Kingston
1623666137-1079,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=25,"Save this listing2017 Chevrolet Equinox LT FWDDescription: Used 2017 Chevrolet Equinox LT FWD for sale - $16,995 - 108,266 km with Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: BLUE VELVET METALLIC$16,995$328/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.108,266 kmFAIR DEAL$591 BELOWDealer5(1)CarGurus UserMar. 17, 2020Really great dealership.  Very quick response to each email, and they answered each question.
They were very courteous.  I would recommend them to anyone looking for a new or used car.
Read all dealer reviews...Napanee, ON (33 km)(226) 702-2474Request InformationAuthorized Chevrolet Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=299200757,21-090A,"108,266 kilometres","$16,995 ",Boyer Chevrolet Buick GMC Napanee,"2017 Chevrolet Equinox LT FWD - $16,995",null,2GNALCEK0H6302549,Boyer Chevrolet Buick GMC Napanee
1623647516-294,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=77,"Save this listing2019 Ford Explorer XLT AWDDescription: Used 2019 Ford Explorer XLT AWD for sale - $39,995 - 69,374 km with Sunroof/Moonroof, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Multi Zone Climate ControlCertified Pre-Owned: NoTransmission: AutomaticColour: Red$39,995$772/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $39,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.69,374 kmFAIR DEAL$1,030 ABOVEDealer4.4(7)Guru9Z8RBSMar. 15, 2021Very helpful and knowledgeable. Thank for 
your help in guiding me to my next  vehicle. kyle198109Mar. 3, 2021A lot of miscommunication. Truck was available then it wasn’t then it was then it wasn’t Quico1989Jan. 21, 2021They got back to me right away, very helpful and kind , answer all my questions Read 4 more dealer reviews...Kingston, ON (2 km)(855) 939-1150Request InformationAuthorized Ford Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301820217,21K20A,"69,374 kilometres","$39,995 ",Petrie Ford,"2019 Ford Explorer XLT AWD - $39,995",null,1FM5K8DH1KGA54136,Petrie Ford
1623650809-442,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=67,"Save this listing2016 Ford F-150 XLT SuperCab 4WDDescription: Used 2016 Ford F-150 XLT SuperCab 4WD for sale - $31,995 - 115,424 kmCertified Pre-Owned: NoTransmission: AutomaticColour: Oxford White Clearco$31,995$618/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $31,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.115,424 kmFAIR DEAL$461 BELOWDealer4.8(5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302176328,UCP2495A,"115,424 kilometres","$31,995 ",Carloft Kingston,"2016 Ford F-150 XLT SuperCab 4WD - $31,995",null,1FTFX1EG2GKF00600,Carloft Kingston
1623661527-899,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=37,"Save this listing2018 Ford Escape SE FWDDescription: Used 2018 Ford Escape SE FWD for sale - $19,999 - 48,395 km with Alloy Wheels, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: MAGNETIC GREY$19,999$386/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $19,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.48,395 kmFAIR DEAL$173 ABOVEDealer4.7(3)CarGurus UserJan. 11, 2021Great group to deal withGuru9DNRZXNov. 29, 2020They were actually really great best ones I’ve dealt with in a long time we’ll go back to themCarGurus UserSep. 6, 2019The woman I spoke with was great and I would definitely deal with them in the future!Read all dealer reviews...Kingston, ON (3 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=305121103,N3130A,"48,395 kilometres","$19,999 ",null,"2018 Ford Escape SE FWD - $19,999",James Braden Nissan,1FMCU0GD7JUC95792,James Braden Nissan
1623661897-914,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=36,"Save this listing2017 Volkswagen Tiguan Wolfsburg 4Motion AWDDescription: Used 2017 Volkswagen Tiguan Wolfsburg 4Motion AWD for sale - $19,995 - 70,656 km with Leather Seats, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Silver$19,995$386/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $19,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.70,656 kmFAIR DEAL$1,036 ABOVEDealer4.8(5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=290632289,B6746,"70,656 kilometres","$19,995 ",Carloft Kingston,"2017 Volkswagen Tiguan Wolfsburg 4Motion AWD - $19,995",null,WVGNV7AX4HK016189,Carloft Kingston
1623643120-97,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=90,"Save this listing2019 GMC Yukon Denali 4WDDescription: Used 2019 GMC Yukon Denali 4WD for sale - $71,995 - 53,600 km with Leather Seats, Sunroof/Moonroof, Navigation System, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats, Tow PackageCertified Pre-Owned: NoTransmission: AutomaticColour: BLACK$71,995$1,389/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $71,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.53,600 kmFAIR DEAL$421 BELOWDealer5(1)CarGurus UserMar. 17, 2020Really great dealership.  Very quick response to each email, and they answered each question.
They were very courteous.  I would recommend them to anyone looking for a new or used car.
Read all dealer reviews...Napanee, ON (33 km)(226) 702-2474Request InformationAuthorized GMC Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301127602,21-185A,"53,600 kilometres","$71,995 ",Boyer Chevrolet Buick GMC Napanee,"2019 GMC Yukon Denali 4WD - $71,995",null,1GKS2CKJ5KR153423,Boyer Chevrolet Buick GMC Napanee
