web-scraper-order,web-scraper-start-url,listinglinks,listinglinks-href,stocknumber,mileage,price,Dealer,Header,Dealerindetails,vin,Dealership Full Name
1623039432-532,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=61,"Save this listing2018 Mazda CX-9 GS-L AWDsee listing detailsDescription: Used 2018 Mazda CX-9 GS-L AWD for sale - $27,995 - 91,372 km with Leather Seats, Sunroof/Moonroof, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Multi Zone Climate ControlCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$27,995$540/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $27,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.91,372 kmFAIR DEAL$1,782 ABOVEDealer4.8  (5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302859081,B7517,"91,372 kilometres","$27,995 ",Carloft Kingston,"2018 Mazda CX-9 GS-L AWD - $27,995",null,JM3TCBCYXJ0235001,Carloft Kingston
1623042942-738,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=47,"Save this listing2018 Ford Escape SEL AWDsee listing detailsDescription: Used 2018 Ford Escape SEL AWD for sale - $23,495 - 47,138 km with Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$23,495$454/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $23,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.47,138 kmFAIR DEAL$36 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=268947412,B7053,"47,138 kilometres","$23,495 ",Carloft Kingston,"2018 Ford Escape SEL AWD - $23,495",null,1FMCU9HD6JUA38450,Carloft Kingston
1623041883-678,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=51,"Save this listingNEW: Just added2012 Chevrolet Avalanchesee listing detailsDescription: Used 2012 Chevrolet Avalanche for sale - $24,888 - 86,500 km with Sunroof/Moonroof, Bluetooth, Parking Sensors, Tow PackageCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: White$24,888$480/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $24,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.86,500 kmFAIR DEAL$1,346 BELOWKingston, ON (2 km)(613) 801-8017Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303660227,4676,"86,500 kilometres","$24,888 ",Paulette Auto Sales,"2012 Chevrolet Avalanche - $24,888",null,3GNTKFE77CG126640,Paulette Auto Sales
1623056011-1389,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=4,"Save this listing2015 Chevrolet Malibu LS FWDsee listing detailsDescription: Used 2015 Chevrolet Malibu LS FWD for sale - $9,987 - 103,588 km with Alloy Wheels, BluetoothCertified Pre-Owned: NoTransmission: AutomaticColour: Champagne Silver Metallic$9,987$193/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $9,987 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.103,588 kmGOOD DEAL$1,232 BELOWDealer5  (6)CarGurus UserDec. 26, 2020Very helpful . Gave me all the info about the vehicle that I requested CarGurus UserOct. 18, 2020We have dealt with quite a few dealerships.  This dealership goes above and beyond to satisfy their customer by far.  Very personable employees from the car detailer to the salesman, Ryan B and Paul.  Ryan B got back to me promptly on the initial inquiry.  The vehicle was ready for test drive when we arrived.  The listing was accurate regarding the condition of the vehicle.  Will attend this dealership for any future purchases or repairs.   CarGurus UserJul. 8, 2019Friendly and prompt service. Bought the car. Read 3 more dealer reviews...Gananoque, ON (31 km)Request InformationAuthorized Chevrolet Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=298797561,210500A,"103,588 kilometres","$9,987 ",null,"2015 Chevrolet Malibu LS FWD - $9,987",Gananoque Chevrolet,1G11B5SL3FF222405,Gananoque Chevrolet
1623034773-247,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=80,"Save this listing2018 Audi A5 Sportback 2.0T quattro Progressiv AWDsee listing detailsDescription: Used 2018 Audi A5 Sportback 2.0T quattro Progressiv AWD for sale - $41,995 - 11,295 km with Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Parking Sensors, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: White$41,995$810/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $41,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.11,295 kmHIGH PRICE$2,355 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueRead 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302859078,B7499,"11,295 kilometres","$41,995 ",Carloft Kingston,"2018 Audi A5 Sportback 2.0T quattro Progressiv AWD - $41,995",null,WAUBNCF58JA105280,Carloft Kingston
1623052809-1244,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=13,"Save this listing2016 Kia Optima LXsee listing detailsDescription: Used 2016 Kia Optima LX for sale - $13,995 - 59,302 km with Alloy Wheels, Bluetooth, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$13,995$270/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $13,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.59,302 kmFAIR DEAL$164 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302355969,B7455,"59,302 kilometres","$13,995 ",Carloft Kingston,"2016 Kia Optima LX - $13,995",null,5XXGT4L35GG073036,Carloft Kingston
1623039343-526,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=61,"Save this listing2018 Chevrolet Equinox 1.6T Diesel Premier AWDsee listing detailsDescription: Used 2018 Chevrolet Equinox 1.6T Diesel Premier AWD for sale - $27,998 - 48,161 km with Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Silver$27,998$540/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $27,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.48,161 kmFAIR DEAL$383 ABOVEDealer4.8  (8)CarGurus UserFeb. 22, 2021Taylor Auto Mall were very helpful and with the present restrictions on travel went out of their 
way to make sure I was satisfied.  I give Mike Haslam  5 stars.CarGurus UserFeb. 29, 2020I inquired about the car.  A sales agent replied promptly with the pertinent 
information and offered to be of assistance if I wanted to take it for a test 
drive.  As it turns out, the colour wasn't to my liking so I didn't proceed.  CarGurus UserFeb. 23, 2020Quick response to my queries. This dealership is in a dream world. Car on the market for 200 + days means it’s priced to high when you look at the Comparables. Not willing to negotiate. Just flat no to an offer albeit low. Read 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request InformationAuthorized Chevrolet Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=293035831,P01154,"48,161 kilometres","$27,998 ",Taylor Automall,"2018 Chevrolet Equinox 1.6T Diesel Premier AWD - $27,998",null,3GNAXXEU8JS596352,Taylor Automall
1623050937-1157,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=19,"Save this listing2017 MINI Cooper 2-Door Hatchback FWDsee listing detailsDescription: Used 2017 MINI Cooper 2-Door Hatchback FWD for sale - $15,998 - 84,892 km with Leather Seats, Sunroof/Moonroof, Storage Package, Alloy Wheels, Heat Package, Heated Seats, Comfort Package, Cold Weather PackageCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Black$15,998$309/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $15,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.84,892 kmFAIR DEAL$1 ABOVEDealer4.7  (62)CarGurus UserApr. 1, 2021They were prompt and courteous . CarGurus UserMar. 21, 2021Quick and courteous response to my enquiry CarGurus UserMar. 11, 2021They did answer all my questions and concerns Read 59 more dealer reviews...Kingston, ON (3 km)(343) 307-0450Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300019653,CT21-268,"84,892 kilometres","$15,998 ",Car One,"2017 MINI Cooper 2-Door Hatchback FWD - $15,998",null,WMWXP5C32H3C64604,Car One
1623049959-1109,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=22,"Save this listing2020 Hyundai Elantra Preferred Sedan FWDsee listing detailsDescription: Used 2020 Hyundai Elantra Preferred Sedan FWD for sale - $16,895 - 40,011 km with Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: White$16,895$326/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,895 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.40,011 kmGOOD DEAL$1,268 BELOWDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueRead 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=299183230,B7235,"40,011 kilometres","$16,895 ",Carloft Kingston,"2020 Hyundai Elantra Preferred Sedan FWD - $16,895",null,KMHD84LF7LU973340,Carloft Kingston
1623049832-1104,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=23,"Save this listing2020 Hyundai Elantra Preferred Sedan FWDsee listing detailsDescription: Used 2020 Hyundai Elantra Preferred Sedan FWD for sale - $16,895 - 40,762 km with Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Silver$16,895$326/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,895 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.40,762 kmGOOD DEAL$1,241 BELOWDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=292568528,B6793,"40,762 kilometres","$16,895 ",Carloft Kingston,"2020 Hyundai Elantra Preferred Sedan FWD - $16,895",null,KMHD84LF4LU985543,Carloft Kingston
1623055471-1364,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=5,"Save this listing2015 Nissan Sentra Ssee listing detailsDescription: Used 2015 Nissan Sentra S for sale - $10,995 - 66,179 km with BluetoothCertified Pre-Owned: NoTransmission: AutomaticColour: Black$10,995$213/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $10,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.66,179 kmFAIR DEAL$790 ABOVEDealer4.8  (5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302274939,B7441,"66,179 kilometres","$10,995 ",Carloft Kingston,"2015 Nissan Sentra S - $10,995",null,3N1AB7AP3FL631262,Carloft Kingston
1623034677-240,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=80,"Save this listing2019 INFINITI QX50see listing detailsDescription: Used 2019 INFINITI QX50 for sale - $42,995 - 10,298 km with Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Brown$42,995$830/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $42,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.10,298 kmHIGH PRICE$2,541 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301469258,B7388,"10,298 kilometres","$42,995 ",Carloft Kingston,"2019 INFINITI QX50 - $42,995",null,3PCAJ5M35KF130119,Carloft Kingston
1623050046-1114,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=22,"Save this listing2020 Hyundai Elantra Preferred Sedan FWDsee listing detailsDescription: Used 2020 Hyundai Elantra Preferred Sedan FWD for sale - $16,895 - 39,327 km with Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$16,895$326/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,895 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.39,327 kmGOOD DEAL$1,292 BELOWDealer4.8  (5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300230057,B7311,"39,327 kilometres","$16,895 ",Carloft Kingston,"2020 Hyundai Elantra Preferred Sedan FWD - $16,895",null,KMHD84LFXLU006530,Carloft Kingston
1623041673-666,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=52,"Save this listing2018 Honda Accord 1.5T EX-L FWDsee listing detailsDescription: Used 2018 Honda Accord 1.5T EX-L FWD for sale - $24,995 - 34,300 km with Leather Seats, Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Grey$24,995$483/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $24,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.34,300 kmFAIR DEAL$592 BELOWDealer4.8  (6)CarGurus UserNov. 15, 2020Joe was great -- contacted me by phone right away, and was v. helpful with information, 
both on the phone and later answering my questions via email.CarGurus UserSep. 1, 2020Yes the dealership got right back to me 
The salesperson Bradie was amazing and very efficient. Since I’m out of town he sent me all the photos and car spec information I asked for to view. 
Bradie has excellent communication skills and was outstanding providing excellent customer service. 
I high recommend this dealership. 
They went beyond customers satisfaction. 
Thank you Suzanne NanacoulmoonMay 14, 2020Quick to respond considering 
covid-19. Read 3 more dealer reviews...Kingston, ON (3 km)(613) 706-3404Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=289673171,9847,"34,300 kilometres","$24,995 ",AutoHouse Kingston,"2018 Honda Accord 1.5T EX-L FWD - $24,995",null,1HGCV1F52JA801582,AutoHouse Kingston
1623052957-1252,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=13,"Image Not AvailableSave this listing2017 Hyundai Elantra LE Sedan FWDsee listing detailsDescription: Used 2017 Hyundai Elantra LE Sedan FWD for sale - $13,988 - 37,063 km with Bluetooth, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: White$13,988$270/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $13,988 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.37,063 kmHIGH PRICE$720 ABOVEDealer4.4  (7)GuruLY4P7Jan. 19, 2021GreatCarGurus UserJan. 17, 2020Quick response. Vehicle sold. CarGurus UserDec. 18, 2019Quick and prompt. Gave me all the info I needed Read 4 more dealer reviews...Kingston, ON (2 km)(855) 939-1150Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=238027012,21P8,"37,063 kilometres","$13,988 ",Petrie Ford,"2017 Hyundai Elantra LE Sedan FWD - $13,988",null,5NPD74LF4HH045462,Petrie Ford
1623039853-557,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=59,"Save this listing2017 Mazda CX-9 Signature AWDsee listing detailsDescription: Used 2017 Mazda CX-9 Signature AWD for sale - $27,495 - 99,679 km with Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats, Multi Zone Climate ControlCertified Pre-Owned: NoTransmission: AutomaticColour: Black$27,495$531/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $27,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.99,679 kmFAIR DEAL$424 BELOWDealer5  (1)CarGurus UserNov. 12, 2020Prompt response with info requested.Read all dealer reviews...Kingston, ON (3 km)(613) 900-5790Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=293061891,null,"99,679 kilometres","$27,495 ",Ashie Motor Sales,"2017 Mazda CX-9 Signature AWD - $27,495",null,JM3TCBEY7H0141293,Ashie Motor Sales
